	title	link_to_tools	tag	views	citations_amount	altmetric_score	journal	authors	topics	abstract	date	citations_link	link	doi	references	all_links	altmetric_link	year
1047	Picasso: generating a covering set of protein family profiles	http://www.embl-ebi.ac.uk/picasso/picasso.html	ORIGINAL PAPER	4	41	0	Bioinformatics Oxford	Andreas Heger,Liisa Holm	NULL	Motivation: Evolutionary classification leads to an economicaldescription of protein sequence data because attributes of functionand structure are inherited in protein families. This paper presentsPicasso, a procedure for deriving a minimal set of protein familyprofiles that cover all known protein sequences.Results: Picasso starts from highly overlapping sequenceneighbourhoods revealed by all-on-all pairwise Blast alignment.Overlaps are reduced by merging sequences or parts of sequences intomultiple alignments. For maximum unification, the multiplealignments must reach into the twilight zone of sequence similarity.Sensitive and selective profile–profile comparison allowsunification down to about 15% pairwise sequence identity. Familiesunified through a short conserved sequence motif are associated withmultiple full-length alignments describing different subfamilies.Domains that are mobile modules are identified based on theirassociation with different sets of neighbours. The result is 10000unified domain families (excluding singletons) representingfunctionally related proteins and recovering classical prolificdomain types in high numbers. The classification is useful, forexample, in developing strategies for efficient database searchingand for selecting targets to complete the map of all 3-Dstructures.Availability:http://www.embl-ebi.ac.uk/picasso/picasso.htmlContact: {heger,holm}@embl-ebi.ac.uk	2001-03-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168053800007&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/3/272/189600/Picasso-generating-a-covering-set-of-protein	10.1093/bioinformatics/17.3.272	NULL	http://www.embl-ebi.ac.uk/picasso/picasso.html	NULL	NULL
1048	"MetaFam: a unified classification of protein families. II.

  Schema and query capabilities"	http://metafam.ahc.umn.edu/,http://metafam@ahc.umn.edu	ORIGINAL PAPER	3	11	0	Bioinformatics Oxford	Elizabeth Shoop,Kevin A. T. Silverstein,James E. Johnson,Ernest F. Retzel	NULL	Motivation: Protein sequence and family data is accumulating atsuch a rapid rate that state-of-the-art databases and interfacetools are required to aid curators with their classifications. Wehave designed such a system, MetaFam, to facilitate the comparisonand integration of public protein sequence and family data. Thispaper presents the global schema, integration issues, and querycapabilities of MetaFam.Results: MetaFam is an integrated data warehouse of informationabout protein families and their sequences. This data has beencollected into a consistent global schema, and stored in an Oraclerelational database. The warehouse implementation allows for quickremoval of outdated data sets. In addition to the relationalimplementation of the primary schema, we have developed severalderived tables that enable efficient access from data visualizationand exploration tools. Through a series of straightforward SQLqueries, we demonstrate the usefulness of this data warehouse forcomparing protein family classifications and for functionalassignment of new sequences.Availability: Access to the MetaFam database is provided througha Java applet called MetaFamView, which can be run from the MetaFamweb site athttp://www.metafam.ahc.umn.edu/.Access to the relational data via named Oracle accounts can bearranged with the authors. Arrangements can also be made to obtainthe data in Oracle ‘export dump’ format.Contact:metafam@ahc.umn.eduSupplementaryinformation: The complete relational schema, integration scripts,and analysis queries are available from the authors.*To whom correspondence should beaddressed.	2001-03-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168053800006&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/3/262/189578/MetaFam-a-unified-classification-of-protein	10.1093/bioinformatics/17.3.262	NULL	http://metafam.ahc.umn.edu/,http://metafam@ahc.umn.edu	NULL	NULL
1049	"MetaFam: a unified classification of protein families. I.

  Overview and statistics"	http://metafam.ahc.umn.edu/,http://metafam@ahc.umn.edu,http://metafam.ahc.umn.edu/mf2.0/stats.html,http://metafam.ahc.umn.edu/current_release/stats.html	ORIGINAL PAPER	3	15	0	Bioinformatics Oxford	Kevin A. T. Silverstein,Elizabeth Shoop,James E. Johnson,Ernest F. Retzel	NULL	Motivation: Protein sequence classification is becoming anincreasingly important means of organizing the voluminous dataproduced by large-scale genome sequencing projects. At present,there are several independent classification methods. To aid thegeneral classification effort, we have created a unified proteinfamily resource, MetaFam. MetaFam is a protein family classificationbuilt upon 10 publicly-accessible protein family databases(Blocks+++, DOMO, Pfam, PIR-ALN, PRINTS, PROSITE, ProDom,PROTOMAP, SBASE, and SYSTERS). MetaFam’s family‘supersets’, as we call them, are created automaticallyusing set-theory to compare families among the databases. Familiesof one database are matched to those in another when theintersection of their members exceeds all other possible familypairings between the two databases. Pairwise family matches aredrawn together transitively to create a new list of protein familysupersets.Results: MetaFam family supersets have several useful features:(1) each superset contains more members than the families from whichit is composed, because each of the component family databases onlyworks with a subset of our full non-redundant set of proteins; (2)conflicting assignments can be pinpointed quickly, since ouranalysis identifies individual members that are in conflict with themajority consensus; (3) family descriptions that are absent fromautomated databases can frequently be assigned; (4) statistics havebeen computed comparing domain boundaries, family sizedistributions, and overall quality of MetaFam supersets; (5) thesupersets have been loaded into a relational database to allow forcomplex queries and visualization of the connections among familiesin a superset and the consensus of individual domain members; and(6) the quality of individual supersets has been assessed usingnumerous quantitative measures such as family consistency,connectedness, and size. We anticipate this new resource will beparticularly useful to genomic database curators.Availability: Free access to the MetaFam web server is providedto all users athttp://metafam.ahc.umn.edu/.Contact:metafam@ahc.umn.eduSupplementaryinformation: Detailed distribution plots on MetaFam 2.0 supersetsand its constituent family databases (e.g. superset/family sizes,domain boundary comparisons) are shown athttp://metafam.ahc.umn.edu/mf2.0/stats.html.Statistics on the current release of MetaFam can be found athttp://metafam.ahc.umn.edu/current_release/stats.html.*To whom correspondence should beaddressed.	2001-03-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168053800005&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/3/249/189559/MetaFam-a-unified-classification-of-protein	10.1093/bioinformatics/17.3.249	NULL	http://metafam.ahc.umn.edu/,http://metafam@ahc.umn.edu,http://metafam.ahc.umn.edu/mf2.0/stats.html,http://metafam.ahc.umn.edu/current_release/stats.html	NULL	NULL
1050	Flexibility of the genetic code with respect to DNA structure	http://pfbaldi@ics.uci.edu,http://baisnee@ics.uci.edu,http://brunak@cbs.dtu.dk,http://gorm@cbs.dtu.dk	ORIGINAL PAPER	12	8	0	Bioinformatics Oxford	Pierre-François Baisnée,Pierre Baldi,Søren Brunak,Anders Gorm Pedersen	NULL	Motivation: The primary function of DNA is to carry geneticinformation through the genetic code. DNA, however, contains avariety of other signals related, for instance, to reading frame,codon bias, pairwise codon bias, splice sites and transcriptionregulation, nucleosome positioning and DNA structure. Here we studythe relationship between the genetic code and DNA structure andaddress two questions. First, to which degree does the degeneracy ofthe genetic code and the acceptable amino acid substitution patternsallow for the superimposition of DNA structural signals to proteincoding sequences? Second, is the origin or evolution of the geneticcode likely to have been constrained by DNA structure?Results: We develop an index for code flexibility with respect toDNA structure. Using five different di- or tri-nucleotide models ofsequence-dependent DNA structure, we show that the standard geneticcode provides a fair level of flexibility at the level of broadamino acid categories. Thus the code generally allows for thesuperimposition of any structural signal on any protein-codingsequence, through amino acid substitution. The flexibility observedat the level of single amino acids allows only for thesuperimposition of punctual and loosely positioned signals toconserved amino acid sequences. The degree of flexibility of thegenetic code is low or average with respect to several classes ofalternative codes. This result is consistent with the view that DNAstructure is not likely to have played a significant role in theorigin and evolution of the genetic code.Contact:pfbaldi@ics.uci.edu;baisnee@ics.uci.edu;brunak@cbs.dtu.dk;gorm@cbs.dtu.dk*To whom correspondence should beaddressed.	2001-03-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168053800004&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/3/237/189536/Flexibility-of-the-genetic-code-with-respect-to	10.1093/bioinformatics/17.3.237	NULL	http://pfbaldi@ics.uci.edu,http://baisnee@ics.uci.edu,http://brunak@cbs.dtu.dk,http://gorm@cbs.dtu.dk	NULL	NULL
1051	"Basic Gene Grammars and DNA-ChartParser for language processing

  ofEscherichia colipromoter DNA sequences"	http://www.dai.ed.ac.uk/~siu/DNA	ORIGINAL PAPER	12	25	0	Bioinformatics Oxford	Siu-wai Leung,Chris Mellish,Dave Robertson	NULL	Motivation: The field of ‘DNA linguistics’ hasemerged from pioneering work in computational linguistics andmolecular biology. Most formal grammars in this field are expressedusing Definite Clause Grammars but these have computationallimitations which must be overcome. The present study provides a newDNA parsing system, comprising a logic grammar formalism calledBasic Gene Grammars and a bidirectional chart parserDNA-ChartParser.Results: The use of Basic Gene Grammars is demonstrated inrepresenting many formulations of the knowledge of Escherichia colipromoters, including knowledge acquired from human experts,consensus sequences, statistics (weight matrices), symboliclearning, and neural network learning. The DNA-ChartParser providesbidirectional parsing facilities for BGGs in handling overlappingcategories, gap categories, approximate pattern matching, andconstraints. Basic Gene Grammars and the DNA-ChartParser alloweddifferent sources of knowledge for recognizing E.coli promoters tobe combined to achieve better accuracy as assessed by parsing theseDNA sequences in real-world data sets.Availability: DNA-ChartParser runs under SICStus Prolog. It and afew examples of Basic Gene Grammars are available at the URL:http://www.dai.ed.ac.uk/~siu/DNAContact: {siu,chrism,dr}@dai.ed.ac.uk	2001-03-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168053800003&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/3/226/189517/Basic-Gene-Grammars-and-DNA-ChartParser-for	10.1093/bioinformatics/17.3.226	NULL	http://www.dai.ed.ac.uk/~siu/DNA	NULL	NULL
1052	Efficient primer design algorithms	http://doprimer.interactiva.de,http://kaempke@faw.uni-ulm.de	ORIGINAL PAPER	41	44	0	Bioinformatics Oxford	Thomas Kämpke,Markus Kieninger,Michael Mecklenburg	NULL	Motivation: Primer design involves various parameters such asstring-based alignment scores, melting temperature, primer lengthand GC content. This entails a design approach from multicriteriadecision making. Values of some of the criteria are easy to computewhile others require intense calculations.Results: The reference point method was found to be tractable fortrading-off between deviations from ideal values of all thecriteria. Some criteria computations are based on dynamic programswith value iteration whose run time can be bounded by a low-degreepolynomial. For designing standard PCR primers, the scheme offers ina relative gain in computing speed of up to50:150:150\ :\ 1over ad-hoccomputational methods. Single PCR primer pairs have been used asmodel systems in order to simplify the quantization of thecomputational acceleration factors. The program has been structuredso as to facilitate the analysis of large numbers of primer pairswith minor modifications. The scheme significantly increases primerdesign throughput which in turn facilitates the use ofoligonucleotides in a wide range of applications including:multiplex PCR and other nucleic acid-based amplification systems, aswell as in zip code targeting, oligonucleotide microarrays andnucleic acid-based nanoengineering.Availability: A public version of the software DOPRIMER isaccessible underhttp://doprimer.interactiva.deContact:kaempke@faw.uni-ulm.de	2001-03-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168053800002&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/3/214/189493/Efficient-primer-design-algorithms	10.1093/bioinformatics/17.3.214	NULL	http://doprimer.interactiva.de,http://kaempke@faw.uni-ulm.de	NULL	NULL
1053	Physical mapping with automatic capture of hybridization data	http://suchi@cs.uga.edu	ORIGINAL PAPER	0	3	0	Bioinformatics Oxford	David Hall,Suchendra M. Bhandarkar,Jonathan Arnold,Tongzhang Jiang	NULL	Motivation: Contig maps are a type of physical map that show thenative order of a set of overlapping genomic clones. Overlapsbetween clones can be detected by finding common sequences using anumber of experimental protocols including hybridization of probes.All current mapping algorithms of which we are aware require thathybridizations be scored using a fixed number of discrete values(typically 0/1 or high/medium/low). When hybridization data iscaptured automatically using digital equipment, this provides theopportunity for hybridization intensities to be used in mapconstruction. More fine-grained distinctions in the levels ofhybridization may be exploited by algorithms to generate moreaccurate physical maps.Results: We describe an approach to creating contig maps thatuses measured hybridization intensities instead of data scored witha fixed number of discrete values. We describe and compare fouralgorithms for creating physical maps with hybridizationintensities. Simulations using measured intensities sampled fromactual data onAspergillus nidulansindicate that usinghybridization intensities rather than data that is automaticallyscored with respect to threshold values may yield more accuratephysical maps.Availability: All software programs described in this paper maybe obtained by contacting the authors.Contact:suchi@cs.uga.edu*To whom correspondence should beaddressed.	2001-03-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168053800001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/3/205/189457/Physical-mapping-with-automatic-capture-of	10.1093/bioinformatics/17.3.205	NULL	http://suchi@cs.uga.edu	NULL	NULL
1054	"MAC5: Bayesian inference of phylogenetic trees from DNA

  sequences incorporating gaps"	http://www.reading.ac.uk/statistics/genetics/,http://gmcguire@hgmp.mrc.ac.uk	APPLICATIONS NOTE	15	5	0	Bioinformatics Oxford	Gráinne McGuire,Michael C. Denham,David J. Balding	NULL	Summary: MAC5 implements MCMC sampling of the posteriordistribution of tree topologies from DNA sequences containing gaps byusing a five state model of evolution (the four nucleotides and thegap character).Availability: MAC5 is available fromhttp://www.reading.ac.uk/statistics/genetics/underthe software link.Contact:gmcguire@hgmp.mrc.ac.uk	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700013&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/479/277436/MAC5-Bayesian-inference-of-phylogenetic-trees-from	10.1093/bioinformatics/17.5.479	NULL	http://www.reading.ac.uk/statistics/genetics/,http://gmcguire@hgmp.mrc.ac.uk	NULL	NULL
1055	"BioMolQuest: integrated database-based retrieval of protein

  structural and functional information"	http://bioinformatics.danforthcenter.org/yury/public/home.html,http://skolnick@danforthcenter.org	ORIGINAL PAPER	1	12	0	Bioinformatics Oxford	Yury V. Bukhman,Jeffrey Skolnick	NULL	Motivation: Information about a particular protein or proteinfamily is usually distributed among multiple databases and often inmore than one entry in each database. Retrieval and organization ofthis information can be a laborious task. This task is complicatedeven further by the existence of alternative terms for the sameconcept.Results: The PDB, SWISS-PROT, ENZYME, and CATH databases havebeen imported into a combined relational database, BioMolQuest. Apowerful search engine has been built using this database as a backend. The search engine achieves significant improvements in queryperformance by automatically utilizing cross-references between thelegacy databases. The results of the queries are presented in anorganized, hierarchical way.Availability:http://bioinformatics.danforthcenter.org/yury/public/home.html.Unavailable for commercial users.Contact:skolnick@danforthcenter.org*To whom correspondence should beaddressed.	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700012&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/468/277435/BioMolQuest-integrated-database-based-retrieval-of	10.1093/bioinformatics/17.5.468	NULL	http://bioinformatics.danforthcenter.org/yury/public/home.html,http://skolnick@danforthcenter.org	NULL	NULL
1056	A graph layout algorithm for drawing metabolic pathways	http://mywyb2@cam.ac.uk	ORIGINAL PAPER	67	57	0	Bioinformatics Oxford	Moritz Y. Becker,Isabel Rojas	NULL	Motivation: A large amount of data on metabolic pathways isavailable in databases. The ability to visualise the complex datadynamically would be useful for building more powerful researchtools to access the databases. Metabolic pathways are typicallymodelled as graphs in which nodes represent chemical compounds, andedges represent chemical reactions between compounds. Thus, theproblem of visualising pathways can be formulated as a graph layoutproblem. Currently available visual interfaces to biochemicaldatabases either use static images or cannot cope well with morecomplex, non-standard pathways.Results: This paper presents a new algorithm for drawing pathwayswhich uses a combination of circular, hierarchic and force-directedgraph layout algorithms to compute positions of the graph elementsrepresenting main compounds and reactions. The algorithm isparticularly designed for cyclic or partially cyclic pathways or forcombinations of complex pathways. It has been tested on five samplepathways with promising results.Availability: On request from the authors.Contact:mywyb2@cam.ac.uk*To whom correspondence should be addressed at:Trinity College, University of Cambridge, Cambridge CB2 1TQ,UK.	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700011&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/461/277434/A-graph-layout-algorithm-for-drawing-metabolic	10.1093/bioinformatics/17.5.461	NULL	http://mywyb2@cam.ac.uk	NULL	NULL
1057	"Predicting protein–protein interactions from primary

  structure"	http://dgough@bioeng.ucsd.edu	ORIGINAL PAPER	212	330	0	Bioinformatics Oxford	Joel R. Bock,David A. Gough	NULL	Motivation: An ambitious goal of proteomics is to elucidate thestructure, interactions and functions of all proteins within cellsand organisms. The expectation is that this will provide a fullerappreciation of cellular processes and networks at the proteinlevel, ultimately leading to a better understanding of diseasemechanisms and suggesting new means for intervention. This paperaddresses the question: can protein–protein interactions bepredicted directly from primary structure and associated data? Usinga diverse database of known protein interactions, a Support VectorMachine (SVM) learning system was trained to recognize and predictinteractions based solely on primary structure and associatedphysicochemical properties.Results: Inductive accuracy of the trained system, defined hereas the percentage of correct protein interaction predictions forpreviously unseen test sets, averaged 80% for the ensemble ofstatistical experiments. Future proteomics studies may benefit fromthis research by proceeding directly from the automatedidentification of a cell’s gene products to prediction ofprotein interaction pairs.Contact:dgough@bioeng.ucsd.edu*To whom correspondence should beaddressed.	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700010&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/455/277432/Predicting-protein-protein-interactions-from	10.1093/bioinformatics/17.5.455	NULL	http://dgough@bioeng.ucsd.edu	NULL	NULL
1058	"The utility of different representations of protein sequence
  for predicting functional class"	http://rdk@aber.ac.uk,http://www.aber.ac.uk/~dcswww/Research/bio/ProteinFunction	ORIGINAL PAPER	5	53	0	Bioinformatics Oxford	Ross D. King,Andreas Karwath,Amanda Clare,Luc Dehaspe	NULL	Motivation: Data Mining Prediction (DMP) is a novel approach topredicting protein functional class from sequence. DMP works even inthe absence of a homologous protein of known function. Weinvestigate the utility of different ways of representing proteinsequence in DMP (residue frequencies, phylogeny, predictedstructure) using theEscherichia coligenome as amodel.Results: Using the different representations DMP learntprediction rules that were more accurate than default at every levelof function using every type of representation. The most effectiveway to represent sequence was using phylogeny (75% accuracy and 13%coverage of unassigned ORFs at the most general level of function:69% accuracy and 7% coverage at the most detailed). We testeddifferent methods for combining predictions from the different typesof representation. These improved both the accuracy and coverage ofpredictions, e.g. 40% of all unassigned ORFs could be predicted atan estimated accuracy of 60% and 5% of unassigned ORFs could bepredicted at an estimated accuracy of 86%.Availability: The rules and data are freely available. Warmr isfree to academics.Contact:rdk@aber.ac.ukSupplementaryinformation:http://www.aber.ac.uk/~dcswww/Research/bio/ProteinFunction*To whom correspondence should beaddressed.	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700009&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/445/277431/The-utility-of-different-representations-of	10.1093/bioinformatics/17.5.445	NULL	http://rdk@aber.ac.uk,http://www.aber.ac.uk/~dcswww/Research/bio/ProteinFunction	NULL	NULL
1059	Analysis of genomic sequences by Chaos Game Representation	http://www.itqb.unl.pt:1111/biomat/resources/resources.htm,http://almeidaj@musc.edu,http://mfletcher@biol.sc.edu	ORIGINAL PAPER	56	101	3	Bioinformatics Oxford	"Jonas S. Almeida,João
   A. Carriço,António Maretzek,Peter A. Noble,Madilyn Fletcher"	NULL	Motivation: Chaos Game Representation (CGR) is an iterativemapping technique that processes sequences of units, such asnucleotides in a DNA sequence or amino acids in a protein, in orderto find the coordinates for their position in a continuous space.This distribution of positions has two properties: it is unique, andthe source sequence can be recovered from the coordinates such thatdistance between positions measures similarity between thecorresponding sequences. The possibility of using the latterproperty to identify succession schemes have been entirelyoverlooked in previous studies which raises the possibility that CGRmay be upgraded from a mere representation technique to a sequencemodeling tool.Results: The distribution of positions in the CGR plane wereshown to be a generalization of Markov chain probability tables thataccommodates non-integer orders. Therefore, Markov models areparticular cases of CGR models rather than the reverse, as currentlyaccepted. In addition, the CGR generalization has both practical(computational efficiency) and fundamental (scale independence)advantages. These results are illustrated by usingEscherichiacoliK-12 as a test data-set, in particular, the genesthrA,thrBandthrCof the threonineoperon.Availability: A web page interface has been created whereanalyses of arbitrary sequences by CGR can be performed on-line(http://www.itqb.unl.pt:1111/biomat/resources/resources.htm).The test data-set used in this report is also included.Contact:almeidaj@musc.edu;mfletcher@biol.sc.edu	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700007&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/429/277428/Analysis-of-genomic-sequences-by-Chaos-Game	10.1093/bioinformatics/17.5.429	NULL	http://www.itqb.unl.pt:1111/biomat/resources/resources.htm,http://almeidaj@musc.edu,http://mfletcher@biol.sc.edu	https://badges.altmetric.com/?size=128&score=3&types=wwwwwwww	NULL
1060	Unsupervised classification of noisy chromosomes	http://t-chan@u-aizu.ac.jp	ORIGINAL PAPER	1	4	0	Bioinformatics Oxford	Tony Y. T. Chan	NULL	Motivation: Almost all methods of chromosome recognition assumesupervised training; i.e. we are given correctly classifiedchromosomes to start the training phase. Noise, if any, is confinedonly in the representation of the chromosomes and not in theclassification of the chromosomes. During the recognition phase, theproblem is simply to calculate the string edit distance of theunknowns to the representatives chosen from the training phase andclassify the unknowns accordingly.Results: In this paper, a general method to tackle the difficultunsupervised induction problem is described. The success of themethod is demonstrated by showing how the inductive agent learnsweights in a dynamic manner that allows it to distinguish betweennoisy median and telocentric chromosomes without knowing theirproper labels. The process of learning is characterized as theprocess of finding the right distance function, i.e. the distancefunction that can nicely separate the classes.Contact:t-chan@u-aizu.ac.jp	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700008&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/438/277429/Unsupervised-classification-of-noisy-chromosomes	10.1093/bioinformatics/17.5.438	NULL	http://t-chan@u-aizu.ac.jp	NULL	NULL
1061	"Efficient large-scale sequence comparison by locality-sensitive

  hashing"	http://jbuhler@cs.washington.edu,http://bio.cs.washington.edu/jbuhler-bioinformatics-2001/	ORIGINAL PAPER	84	73	1	Bioinformatics Oxford	Jeremy Buhler	NULL	Motivation: Comparison of multimegabase genomic DNA sequences isa popular technique for finding and annotating conserved genomefeatures. Performing such comparisons entails finding many shortlocal alignments between sequences up to tens of megabases inlength. To process such long sequences efficiently, existingalgorithms find alignments by expanding around short runs ofmatching bases with no substitutions or other differences.Unfortunately, exact matches that are short enough to occur often insignificant alignments also occur frequently by chance in thebackground sequence. Thus, these algorithms must trade off betweenefficiency and sensitivity to features without long exactmatches.Results: We introduce a new algorithm,lsh-all-pairs,to find ungapped local alignments in genomic sequence with up to aspecified fraction of substitutions. The length and substitutionrate of these alignments can be chosen so that they appearfrequently in significant similarities yet still remain rare in thebackground sequence. The algorithm finds ungapped alignmentsefficiently using a randomized search technique,locality-sensitive hashing. We have foundlsh-all-pairsto be both efficient and sensitive forfinding local similarities with as little as 63% identity inmammalian genomic sequences up to tens of megabases in lengthAvailability: Contact the author at the address below.Contact:jbuhler@cs.washington.eduSupplementaryinformation: The sequences and local alignment data described inthis work are available athttp://bio.cs.washington.edu/jbuhler-bioinformatics-2001/.	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700006&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/419/277427/Efficient-large-scale-sequence-comparison-by	10.1093/bioinformatics/17.5.419	NULL	http://jbuhler@cs.washington.edu,http://bio.cs.washington.edu/jbuhler-bioinformatics-2001/	https://badges.altmetric.com/?size=128&score=1&types=tttttttt	NULL
1062	"Retrieval and on-the-fly alignment of sequence fragments from

  the HIV database"	http://www.hiv.lanl.gov/,http://bkg@lanl.gov	ORIGINAL PAPER	3	34	0	Bioinformatics Oxford	Brian Gaschen,Carla Kuiken,Bette Korber,Brian Foley	NULL	Motivation: The amount of HIV-1 sequence data generated(presently around 42000 sequences, of which more than 22000 are fromthe V3 region of the viral envelope) presents a challenge for anyoneworking on the analysis of these data. A major problem is obtainingthe region of interest from the stored sequences, which oftencontain but are not limited to that region. In addition, multiplealignment programs generally cannot deal with the large numbers ofsequences that are available for many HIV-1 regions. We set out toprovide our users with a tool that will retrieve and create aninitial alignment of the HIV sequences that are available for agiven genomic region.Results: The MPAlign (MultiplePairwiseAlignment) web interface is a collection of Perl scripts thatretrieves sequences from the Los Alamos HIV sequence database basedon a number of search parameters. All sequences werepairwise-aligned to a model sequence using the Hidden MarkovModel-based program HMMER. The HMMER model is general enough toaccommodate virtually all HIV-1 sequences stored in the database. Tocreate a multiple sequence alignment, gaps were inserted into thesequences during retrieval, so that they are aligned to one another.Retrieving and aligning the almost 560 gp120 sequences(∼∼{\sim}1500 nt) stored in the database is at least 1500 timesfaster than a similar Clustal alignment.Availability: Athttp://www.hiv.lanl.gov/Contact: Brian Gaschen atbkg@lanl.gov*To whom correspondence should beaddressed.	2001-05-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000168750700005&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/17/5/415/277426/Retrieval-and-on-the-fly-alignment-of-sequence	10.1093/bioinformatics/17.5.415	NULL	http://www.hiv.lanl.gov/,http://bkg@lanl.gov	NULL	NULL
